tar_area,tar_layer,tar_pop,src_area,src_layer,src_pop,syn_num,w,w_sd
medialorbitofrontal,II/III,I,inferiorparietal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,inferiortemporal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,inferiortemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,inferiortemporal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,inferiortemporal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,inferiortemporal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,inferiortemporal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,inferiortemporal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,inferiortemporal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,insula,II/III,E,1319116,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,insula,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,insula,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,insula,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,insula,V,E,381036,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,insula,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,insula,VI,E,449389,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,insula,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,isthmuscingulate,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,isthmuscingulate,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,isthmuscingulate,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,isthmuscingulate,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,isthmuscingulate,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,isthmuscingulate,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,isthmuscingulate,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,isthmuscingulate,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateraloccipital,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateraloccipital,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateraloccipital,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateraloccipital,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateraloccipital,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateraloccipital,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateraloccipital,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateraloccipital,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateralorbitofrontal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateralorbitofrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateralorbitofrontal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateralorbitofrontal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateralorbitofrontal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateralorbitofrontal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lateralorbitofrontal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lateralorbitofrontal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lingual,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lingual,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lingual,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lingual,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lingual,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lingual,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,lingual,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,lingual,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,medialorbitofrontal,II/III,E,77603164,7.476743906106103,0.7476743906106104
medialorbitofrontal,II/III,I,medialorbitofrontal,II/III,I,42624445,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,medialorbitofrontal,IV,E,4448953,7.476743906106103,0.7476743906106104
medialorbitofrontal,II/III,I,medialorbitofrontal,IV,I,1946245,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,medialorbitofrontal,V,E,29604242,7.476743906106103,0.7476743906106104
medialorbitofrontal,II/III,I,medialorbitofrontal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,medialorbitofrontal,VI,E,1780376,7.476743906106103,0.7476743906106104
medialorbitofrontal,II/III,I,medialorbitofrontal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,middletemporal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,middletemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,middletemporal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,middletemporal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,middletemporal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,middletemporal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,middletemporal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,middletemporal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,paracentral,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,paracentral,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,paracentral,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,paracentral,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,paracentral,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,paracentral,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,paracentral,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,paracentral,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parahippocampal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parahippocampal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parahippocampal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parahippocampal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parahippocampal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parahippocampal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parahippocampal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parahippocampal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsopercularis,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsopercularis,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsopercularis,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsopercularis,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsopercularis,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsopercularis,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsopercularis,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsopercularis,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsorbitalis,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsorbitalis,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsorbitalis,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsorbitalis,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsorbitalis,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsorbitalis,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parsorbitalis,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parsorbitalis,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parstriangularis,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parstriangularis,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parstriangularis,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parstriangularis,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parstriangularis,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parstriangularis,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,parstriangularis,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,parstriangularis,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,pericalcarine,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,pericalcarine,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,pericalcarine,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,pericalcarine,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,pericalcarine,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,pericalcarine,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,pericalcarine,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,pericalcarine,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,postcentral,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,postcentral,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,postcentral,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,postcentral,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,postcentral,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,postcentral,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,postcentral,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,postcentral,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,posteriorcingulate,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,posteriorcingulate,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,posteriorcingulate,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,posteriorcingulate,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,posteriorcingulate,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,posteriorcingulate,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,posteriorcingulate,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,posteriorcingulate,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precentral,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precentral,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precentral,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precentral,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precentral,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precentral,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precentral,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precentral,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precuneus,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precuneus,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precuneus,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precuneus,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precuneus,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precuneus,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,precuneus,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,precuneus,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralanteriorcingulate,II/III,E,201896,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralanteriorcingulate,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralanteriorcingulate,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralanteriorcingulate,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralanteriorcingulate,V,E,158477,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralanteriorcingulate,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralanteriorcingulate,VI,E,242570,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralanteriorcingulate,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralmiddlefrontal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralmiddlefrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralmiddlefrontal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralmiddlefrontal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralmiddlefrontal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralmiddlefrontal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,rostralmiddlefrontal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,rostralmiddlefrontal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorfrontal,II/III,E,501197,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorfrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorfrontal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorfrontal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorfrontal,V,E,232988,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorfrontal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorfrontal,VI,E,404440,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorfrontal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorparietal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorparietal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorparietal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorparietal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorparietal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorparietal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiorparietal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiorparietal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiortemporal,II/III,E,303362,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiortemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiortemporal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiortemporal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiortemporal,V,E,81140,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiortemporal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,superiortemporal,VI,E,90580,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,superiortemporal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,supramarginal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,supramarginal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,supramarginal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,supramarginal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,supramarginal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,supramarginal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,supramarginal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,supramarginal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,temporalpole,II/III,E,564265,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,temporalpole,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,temporalpole,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,temporalpole,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,temporalpole,V,E,265951,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,temporalpole,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,temporalpole,VI,E,408424,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,temporalpole,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,transversetemporal,II/III,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,transversetemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,transversetemporal,IV,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,transversetemporal,IV,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,transversetemporal,V,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,transversetemporal,V,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,II/III,I,transversetemporal,VI,E,0,14.953487812212206,1.4953487812212207
medialorbitofrontal,II/III,I,transversetemporal,VI,I,0,-37.38371953053052,3.7383719530530524
medialorbitofrontal,IV,E,bankssts,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,bankssts,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,bankssts,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,bankssts,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,bankssts,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,bankssts,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,bankssts,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,bankssts,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalanteriorcingulate,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalanteriorcingulate,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalanteriorcingulate,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalanteriorcingulate,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalanteriorcingulate,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalanteriorcingulate,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalanteriorcingulate,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalanteriorcingulate,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalmiddlefrontal,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalmiddlefrontal,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalmiddlefrontal,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalmiddlefrontal,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalmiddlefrontal,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalmiddlefrontal,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,caudalmiddlefrontal,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,caudalmiddlefrontal,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,cuneus,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,cuneus,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,cuneus,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,cuneus,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,cuneus,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,cuneus,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,cuneus,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,cuneus,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,entorhinal,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,entorhinal,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,entorhinal,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,entorhinal,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,entorhinal,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,entorhinal,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,entorhinal,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,entorhinal,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,frontalpole,II/III,E,14924263,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,frontalpole,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,frontalpole,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,frontalpole,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,frontalpole,V,E,2732883,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,frontalpole,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,frontalpole,VI,E,4021827,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,frontalpole,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,fusiform,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,fusiform,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,fusiform,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,fusiform,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,fusiform,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,fusiform,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,fusiform,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,fusiform,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiorparietal,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiorparietal,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiorparietal,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiorparietal,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiorparietal,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiorparietal,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiorparietal,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiorparietal,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiortemporal,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiortemporal,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiortemporal,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiortemporal,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiortemporal,V,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiortemporal,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,inferiortemporal,VI,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,inferiortemporal,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,insula,II/III,E,1535067,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,insula,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,insula,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,insula,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,insula,V,E,443415,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,insula,V,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,insula,VI,E,522958,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,insula,VI,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,isthmuscingulate,II/III,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,isthmuscingulate,II/III,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,isthmuscingulate,IV,E,0,16.448836593433423,1.6448836593433425
medialorbitofrontal,IV,E,isthmuscingulate,IV,I,0,-82.24418296716713,8.224418296716713
medialorbitofrontal,IV,E,isthmuscingulate,V,E,0,16.448836593433423,1.6448836593433425
