tar_area,tar_layer,tar_pop,src_area,src_layer,src_pop,syn_num,w,w_sd
caudalanteriorcingulate,IV,I,lateraloccipital,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lateralorbitofrontal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lateralorbitofrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lateralorbitofrontal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lateralorbitofrontal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lateralorbitofrontal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lateralorbitofrontal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lateralorbitofrontal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lateralorbitofrontal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lingual,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lingual,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lingual,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lingual,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lingual,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lingual,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,lingual,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,lingual,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,medialorbitofrontal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,medialorbitofrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,medialorbitofrontal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,medialorbitofrontal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,medialorbitofrontal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,medialorbitofrontal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,medialorbitofrontal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,medialorbitofrontal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,middletemporal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,middletemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,middletemporal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,middletemporal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,middletemporal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,middletemporal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,middletemporal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,middletemporal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,paracentral,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,paracentral,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,paracentral,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,paracentral,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,paracentral,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,paracentral,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,paracentral,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,paracentral,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parahippocampal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parahippocampal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parahippocampal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parahippocampal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parahippocampal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parahippocampal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parahippocampal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parahippocampal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsopercularis,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsopercularis,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsopercularis,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsopercularis,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsopercularis,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsopercularis,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsopercularis,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsopercularis,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsorbitalis,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsorbitalis,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsorbitalis,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsorbitalis,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsorbitalis,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsorbitalis,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parsorbitalis,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parsorbitalis,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parstriangularis,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parstriangularis,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parstriangularis,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parstriangularis,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parstriangularis,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parstriangularis,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,parstriangularis,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,parstriangularis,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,pericalcarine,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,pericalcarine,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,pericalcarine,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,pericalcarine,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,pericalcarine,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,pericalcarine,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,pericalcarine,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,pericalcarine,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,postcentral,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,postcentral,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,postcentral,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,postcentral,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,postcentral,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,postcentral,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,postcentral,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,postcentral,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,posteriorcingulate,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,posteriorcingulate,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,posteriorcingulate,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,posteriorcingulate,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,posteriorcingulate,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,posteriorcingulate,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,posteriorcingulate,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,posteriorcingulate,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precentral,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precentral,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precentral,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precentral,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precentral,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precentral,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precentral,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precentral,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precuneus,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precuneus,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precuneus,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precuneus,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precuneus,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precuneus,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,precuneus,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,precuneus,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralanteriorcingulate,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,rostralmiddlefrontal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorfrontal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorfrontal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorfrontal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorfrontal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorfrontal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorfrontal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorfrontal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorfrontal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorparietal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorparietal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorparietal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorparietal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorparietal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorparietal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiorparietal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiorparietal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiortemporal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiortemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiortemporal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiortemporal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiortemporal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiortemporal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,superiortemporal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,superiortemporal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,supramarginal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,supramarginal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,supramarginal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,supramarginal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,supramarginal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,supramarginal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,supramarginal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,supramarginal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,temporalpole,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,temporalpole,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,temporalpole,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,temporalpole,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,temporalpole,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,temporalpole,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,temporalpole,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,temporalpole,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,transversetemporal,II/III,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,transversetemporal,II/III,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,transversetemporal,IV,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,transversetemporal,IV,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,transversetemporal,V,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,transversetemporal,V,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,IV,I,transversetemporal,VI,E,0,14.953487812212206,1.4953487812212207
caudalanteriorcingulate,IV,I,transversetemporal,VI,I,0,-37.38371953053052,3.7383719530530524
caudalanteriorcingulate,V,E,bankssts,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,bankssts,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,bankssts,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,bankssts,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,bankssts,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,bankssts,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,bankssts,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,bankssts,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalanteriorcingulate,II/III,E,82676492,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalanteriorcingulate,II/III,I,27018883,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalanteriorcingulate,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalanteriorcingulate,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalanteriorcingulate,V,E,61490813,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalanteriorcingulate,V,I,93202146,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalanteriorcingulate,VI,E,22359965,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalanteriorcingulate,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalmiddlefrontal,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalmiddlefrontal,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalmiddlefrontal,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalmiddlefrontal,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalmiddlefrontal,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalmiddlefrontal,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,caudalmiddlefrontal,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,caudalmiddlefrontal,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,cuneus,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,cuneus,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,cuneus,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,cuneus,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,cuneus,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,cuneus,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,cuneus,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,cuneus,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,entorhinal,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,entorhinal,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,entorhinal,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,entorhinal,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,entorhinal,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,entorhinal,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,entorhinal,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,entorhinal,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,frontalpole,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,frontalpole,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,frontalpole,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,frontalpole,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,frontalpole,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,frontalpole,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,frontalpole,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,frontalpole,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,fusiform,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,fusiform,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,fusiform,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,fusiform,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,fusiform,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,fusiform,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,fusiform,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,fusiform,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiorparietal,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiorparietal,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiorparietal,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiorparietal,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiorparietal,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiorparietal,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiorparietal,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiorparietal,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiortemporal,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiortemporal,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiortemporal,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiortemporal,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiortemporal,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiortemporal,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,inferiortemporal,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,inferiortemporal,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,insula,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,insula,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,insula,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,insula,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,insula,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,insula,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,insula,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,insula,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,isthmuscingulate,II/III,E,70107,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,isthmuscingulate,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,isthmuscingulate,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,isthmuscingulate,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,isthmuscingulate,V,E,13392,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,isthmuscingulate,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,isthmuscingulate,VI,E,15678,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,isthmuscingulate,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateraloccipital,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateraloccipital,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateraloccipital,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateraloccipital,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateraloccipital,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateraloccipital,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateraloccipital,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateraloccipital,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateralorbitofrontal,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateralorbitofrontal,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateralorbitofrontal,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateralorbitofrontal,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateralorbitofrontal,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateralorbitofrontal,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lateralorbitofrontal,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lateralorbitofrontal,VI,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lingual,II/III,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lingual,II/III,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lingual,IV,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lingual,IV,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lingual,V,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lingual,V,I,0,-82.24418296716713,8.224418296716713
caudalanteriorcingulate,V,E,lingual,VI,E,0,16.448836593433423,1.6448836593433425
caudalanteriorcingulate,V,E,lingual,VI,I,0,-82.24418296716713,8.224418296716713
